Word,Rolling Average,Year
make,44.8,1995
never,0,1995
buddy,46.2,1995
way,37,1995
da,0,1995
wan,0,1995
jake,0,1995
boy,0,1995
ai,0,1995
back,0,1995
hey,0,1995
b***h,0,1995
ayy,0,1995
n***a,0,1995
love,382.4,1996
like,228,1996
know,235.2,1996
funny,0,1996
oh,169,1996
yeah,247.6,1996
go,67.2,1996
might,0,1996
one,0,1996
also,0,1996
come,0,1996
baby,292.2,1996
day,0,1996
said,0,1996
la,0,1996
twist,0,1996
let,41,1996
got,209.2,1996
say,0,1996
um,0,1996
time,0,1996
girl,0,1996
na,269.8,1996
protest,0,1996
need,0,1996
get,179.2,1996
see,0,1996
take,0,1996
ooh,0,1996
sweet,0,1996
du,0,1996
man,0,1996
ca,0,1996
chance,0,1996
want,111.6,1996
feat,59.6,1996
night,0,1996
feel,0,1996
heart,0,1996
gon,0,1996
make,44.8,1996
never,0,1996
buddy,0,1996
way,0,1996
da,0,1996
wan,0,1996
jake,0,1996
boy,0,1996
ai,0,1996
back,0,1996
hey,0,1996
b***h,0,1996
ayy,0,1996
n***a,0,1996
love,345.8,1997
like,250.6,1997
know,237.6,1997
funny,0,1997
oh,177.4,1997
yeah,246.8,1997
go,67.2,1997
might,0,1997
one,0,1997
also,0,1997
come,0,1997
baby,284.4,1997
day,0,1997
said,0,1997
la,0,1997
twist,0,1997
let,0,1997
got,196.6,1997
say,0,1997
um,0,1997
time,0,1997
girl,0,1997
na,270.4,1997
protest,0,1997
need,0,1997
get,168.6,1997
see,0,1997
take,0,1997
ooh,0,1997
sweet,0,1997
du,0,1997
man,0,1997
ca,0,1997
chance,0,1997
want,111.6,1997
feat,59.6,1997
night,0,1997
feel,0,1997
heart,0,1997
gon,0,1997
make,44.8,1997
never,0,1997
buddy,0,1997
way,0,1997
da,42.2,1997
wan,0,1997
jake,0,1997
boy,0,1997
ai,0,1997
back,0,1997
hey,0,1997
b***h,0,1997
ayy,0,1997
n***a,0,1997
love,335.8,1998
like,243,1998
know,238,1998
funny,0,1998
oh,172.2,1998
yeah,191.4,1998
go,0,1998
might,0,1998
one,0,1998
also,0,1998
come,0,1998
baby,271,1998
day,0,1998
said,0,1998
la,0,1998
twist,0,1998
let,0,1998
got,201.4,1998
say,0,1998
um,0,1998
time,0,1998
girl,0,1998
na,283.6,1998
protest,0,1998
need,0,1998
get,176.6,1998
see,0,1998
take,0,1998
ooh,0,1998
sweet,0,1998
du,0,1998
man,0,1998
ca,0,1998
chance,0,1998
want,158.6,1998
feat,59.6,1998
night,0,1998
feel,0,1998
heart,0,1998
gon,0,1998
make,44.8,1998
never,0,1998
buddy,0,1998
way,0,1998
da,42.2,1998
wan,43.6,1998
jake,0,1998
boy,0,1998
ai,0,1998
back,0,1998
hey,0,1998
b***h,0,1998
ayy,0,1998
n***a,0,1998
love,306,1999
like,264.4,1999
know,250.6,1999
funny,0,1999
oh,172.2,1999
yeah,235.4,1999
go,0,1999
might,0,1999
one,0,1999
also,0,1999
come,0,1999
baby,275,1999
day,0,1999
said,0,1999
la,0,1999
twist,0,1999
let,0,1999
got,210.6,1999
say,0,1999
um,0,1999
time,0,1999
girl,0,1999
na,351.4,1999
protest,0,1999
need,0,1999
get,232.6,1999
see,51.2,1999
take,0,1999
ooh,0,1999
sweet,0,1999
du,0,1999
man,0,1999
ca,0,1999
chance,0,1999
want,107.6,1999
feat,0,1999
night,0,1999
feel,0,1999
heart,0,1999
gon,0,1999
make,0,1999
never,0,1999
buddy,0,1999
way,0,1999
da,42.2,1999
wan,106.6,1999
jake,0,1999
boy,0,1999
ai,0,1999
back,0,1999
hey,0,1999
b***h,0,1999
ayy,0,1999
n***a,0,1999
love,300,2000
like,292.6,2000
know,253.6,2000
funny,0,2000
oh,157.8,2000
yeah,225.2,2000
go,0,2000
might,0,2000
one,0,2000
also,0,2000
come,0,2000
baby,268,2000
day,0,2000
said,0,2000
la,0,2000
twist,0,2000
let,0,2000
got,153,2000
say,0,2000
um,0,2000
time,0,2000
girl,0,2000
na,349.8,2000
protest,0,2000
need,0,2000
get,208,2000
see,51.2,2000
take,0,2000
ooh,0,2000
sweet,0,2000
du,0,2000
man,0,2000
ca,0,2000
chance,0,2000
want,47,2000
feat,0,2000
night,0,2000
feel,0,2000
heart,0,2000
gon,44.8,2000
make,55.8,2000
never,0,2000
buddy,0,2000
way,0,2000
da,42.2,2000
wan,106.6,2000
jake,0,2000
boy,0,2000
ai,0,2000
back,0,2000
hey,0,2000
b***h,0,2000
ayy,0,2000
n***a,0,2000
love,331,2001
like,305,2001
know,277,2001
funny,0,2001
oh,171.4,2001
yeah,260.6,2001
go,57.6,2001
might,0,2001
one,0,2001
also,0,2001
come,0,2001
baby,279,2001
day,0,2001
said,0,2001
la,0,2001
twist,0,2001
let,50.2,2001
got,104.6,2001
say,0,2001
um,0,2001
time,0,2001
girl,0,2001
na,368.8,2001
protest,0,2001
need,0,2001
get,157.8,2001
see,51.2,2001
take,0,2001
ooh,0,2001
sweet,0,2001
du,0,2001
man,0,2001
ca,0,2001
chance,0,2001
want,47,2001
feat,0,2001
night,0,2001
feel,0,2001
heart,0,2001
gon,44.8,2001
make,55.8,2001
never,0,2001
buddy,0,2001
way,0,2001
da,0,2001
wan,164.6,2001
jake,0,2001
boy,0,2001
ai,0,2001
back,0,2001
hey,0,2001
b***h,0,2001
ayy,0,2001
n***a,0,2001
love,321.6,2002
like,298.4,2002
know,286.8,2002
funny,0,2002
oh,122.2,2002
yeah,324.4,2002
go,110.2,2002
might,0,2002
one,0,2002
also,0,2002
come,0,2002
baby,275.4,2002
day,0,2002
said,0,2002
la,0,2002
twist,0,2002
let,50.2,2002
got,114.2,2002
say,0,2002
um,0,2002
time,0,2002
girl,0,2002
na,341.6,2002
protest,0,2002
need,0,2002
get,164.4,2002
see,51.2,2002
take,0,2002
ooh,0,2002
sweet,0,2002
du,0,2002
man,0,2002
ca,0,2002
chance,0,2002
want,0,2002
feat,0,2002
night,0,2002
feel,0,2002
heart,0,2002
gon,44.8,2002
make,55.8,2002
never,0,2002
buddy,0,2002
way,0,2002
da,0,2002
wan,121,2002
jake,46.8,2002
boy,0,2002
ai,0,2002
back,0,2002
hey,0,2002
b***h,0,2002
ayy,0,2002
n***a,0,2002
love,307.4,2003
like,294,2003
know,267.4,2003
funny,0,2003
oh,172.4,2003
yeah,286.6,2003
go,110.2,2003
might,0,2003
one,0,2003
also,0,2003
come,0,2003
baby,280.6,2003
day,0,2003
said,0,2003
la,0,2003
twist,0,2003
let,50.2,2003
got,125,2003
say,0,2003
um,0,2003
time,0,2003
girl,0,2003
na,264.6,2003
protest,0,2003
need,0,2003
get,172.2,2003
see,0,2003
take,0,2003
ooh,0,2003
sweet,0,2003
du,0,2003
man,0,2003
ca,0,2003
chance,0,2003
want,0,2003
feat,0,2003
night,0,2003
feel,0,2003
heart,0,2003
gon,44.8,2003
make,55.8,2003
never,0,2003
buddy,0,2003
way,0,2003
da,0,2003
wan,58,2003
jake,46.8,2003
boy,45.8,2003
ai,0,2003
back,0,2003
hey,0,2003
b***h,0,2003
ayy,0,2003
n***a,0,2003
love,301,2004
like,301.6,2004
know,288.6,2004
funny,0,2004
oh,184.4,2004
yeah,280.4,2004
go,110.2,2004
might,0,2004
one,0,2004
also,0,2004
come,0,2004
baby,290.4,2004
day,0,2004
said,0,2004
la,0,2004
twist,0,2004
let,50.2,2004
got,195.8,2004
say,0,2004
um,0,2004
time,0,2004
girl,56.6,2004
na,256.6,2004
protest,0,2004
need,0,2004
get,185.8,2004
see,0,2004
take,0,2004
ooh,0,2004
sweet,0,2004
du,0,2004
man,0,2004
ca,0,2004
chance,0,2004
want,0,2004
feat,0,2004
night,0,2004
feel,0,2004
heart,0,2004
gon,0,2004
make,0,2004
never,0,2004
buddy,0,2004
way,0,2004
da,0,2004
wan,58,2004
jake,46.8,2004
boy,45.8,2004
ai,0,2004
back,0,2004
hey,0,2004
b***h,0,2004
ayy,0,2004
n***a,0,2004
love,265.8,2005
like,354.2,2005
know,321.6,2005
funny,0,2005
oh,169.4,2005
yeah,283.8,2005
go,52.6,2005
might,0,2005
one,0,2005
also,0,2005
come,0,2005
baby,278.4,2005
day,0,2005
said,0,2005
la,0,2005
twist,0,2005
let,0,2005
got,263.4,2005
say,0,2005
um,0,2005
time,0,2005
girl,116.8,2005
na,238.4,2005
protest,0,2005
need,0,2005
get,263.2,2005
see,0,2005
take,0,2005
ooh,0,2005
sweet,0,2005
du,0,2005
man,0,2005
ca,0,2005
chance,0,2005
want,0,2005
feat,0,2005
night,0,2005
feel,0,2005
heart,0,2005
gon,0,2005
make,0,2005
never,0,2005
buddy,0,2005
way,0,2005
da,0,2005
wan,0,2005
jake,46.8,2005
boy,45.8,2005
ai,0,2005
back,0,2005
hey,0,2005
b***h,0,2005
ayy,0,2005
n***a,0,2005
love,192.4,2006
like,377.6,2006
know,329.8,2006
funny,0,2006
oh,239.4,2006
yeah,281.4,2006
go,46.2,2006
might,0,2006
one,0,2006
also,0,2006
come,0,2006
baby,214.2,2006
day,0,2006
said,0,2006
la,0,2006
twist,0,2006
let,0,2006
got,276.6,2006
say,0,2006
um,0,2006
time,0,2006
girl,178,2006
na,192.2,2006
protest,0,2006
need,0,2006
get,285.8,2006
see,0,2006
take,0,2006
ooh,0,2006
sweet,0,2006
du,0,2006
man,0,2006
ca,0,2006
chance,0,2006
want,0,2006
feat,0,2006
night,0,2006
feel,0,2006
heart,0,2006
gon,0,2006
make,0,2006
never,0,2006
buddy,0,2006
way,0,2006
da,0,2006
wan,0,2006
jake,0,2006
boy,45.8,2006
ai,49.4,2006
back,45.4,2006
hey,0,2006
b***h,0,2006
ayy,0,2006
n***a,0,2006
love,134,2007
like,396.4,2007
know,350.8,2007
funny,0,2007
oh,247.6,2007
yeah,300.4,2007
go,125.2,2007
might,0,2007
one,0,2007
also,0,2007
come,0,2007
baby,129.4,2007
day,0,2007
said,0,2007
la,0,2007
twist,0,2007
let,0,2007
got,291.6,2007
say,0,2007
um,0,2007
time,0,2007
girl,239.8,2007
na,193.2,2007
protest,0,2007
need,0,2007
get,301,2007
see,55.8,2007
take,0,2007
ooh,0,2007
sweet,0,2007
du,0,2007
man,0,2007
ca,0,2007
chance,0,2007
want,0,2007
feat,0,2007
night,0,2007
feel,0,2007
heart,0,2007
gon,0,2007
make,0,2007
never,0,2007
buddy,0,2007
way,0,2007
da,0,2007
wan,0,2007
jake,0,2007
boy,0,2007
ai,49.4,2007
back,45.4,2007
hey,0,2007
b***h,0,2007
ayy,0,2007
n***a,0,2007
love,111.4,2008
like,410.8,2008
know,355.4,2008
funny,0,2008
oh,250,2008
yeah,274,2008
go,177.2,2008
might,0,2008
one,0,2008
also,0,2008
come,0,2008
baby,59.8,2008
day,0,2008
said,0,2008
la,0,2008
twist,0,2008
let,0,2008
got,285.4,2008
say,0,2008
um,0,2008
time,0,2008
girl,183.2,2008
na,193.2,2008
protest,0,2008
need,0,2008
get,311,2008
see,55.8,2008
take,0,2008
ooh,0,2008
sweet,0,2008
du,0,2008
man,0,2008
ca,0,2008
chance,0,2008
want,0,2008
feat,0,2008
night,0,2008
feel,0,2008
heart,0,2008
gon,0,2008
make,63,2008
never,0,2008
buddy,0,2008
way,0,2008
da,0,2008
wan,0,2008
jake,0,2008
boy,0,2008
ai,49.4,2008
back,45.4,2008
hey,0,2008
b***h,0,2008
ayy,0,2008
n***a,0,2008
love,131,2009
like,391.6,2009
know,331.8,2009
funny,0,2009
oh,288,2009
yeah,269.4,2009
go,177.2,2009
might,0,2009
one,0,2009
also,0,2009
come,0,2009
baby,0,2009
day,0,2009
said,0,2009
la,0,2009
twist,0,2009
let,0,2009
got,315.2,2009
say,0,2009
um,0,2009
time,0,2009
girl,123,2009
na,192.6,2009
protest,0,2009
need,0,2009
get,280.2,2009
see,55.8,2009
take,48.4,2009
ooh,0,2009
sweet,0,2009
du,0,2009
man,0,2009
ca,58.4,2009
chance,0,2009
want,0,2009
feat,0,2009
night,0,2009
feel,0,2009
heart,0,2009
gon,0,2009
make,63,2009
never,0,2009
buddy,0,2009
way,0,2009
da,0,2009
wan,0,2009
jake,0,2009
boy,0,2009
ai,49.4,2009
back,45.4,2009
hey,0,2009
b***h,0,2009
ayy,0,2009
n***a,0,2009
love,197.4,2010
like,411,2010
know,321.2,2010
funny,0,2010
oh,293,2010
yeah,255.8,2010
go,185.8,2010
might,0,2010
one,0,2010
also,0,2010
come,0,2010
baby,0,2010
day,0,2010
said,0,2010
la,0,2010
twist,0,2010
let,0,2010
got,308.4,2010
say,0,2010
um,0,2010
time,0,2010
girl,117.4,2010
na,262.4,2010
protest,0,2010
need,0,2010
get,196.4,2010
see,55.8,2010
take,48.4,2010
ooh,0,2010
sweet,0,2010
du,0,2010
man,0,2010
ca,58.4,2010
chance,0,2010
want,0,2010
feat,0,2010
night,0,2010
feel,0,2010
heart,0,2010
gon,0,2010
make,63,2010
never,0,2010
buddy,0,2010
way,0,2010
da,0,2010
wan,0,2010
jake,0,2010
boy,0,2010
ai,0,2010
back,0,2010
hey,43.8,2010
b***h,0,2010
ayy,0,2010
n***a,0,2010
love,280.2,2011
like,450.4,2011
know,304.8,2011
funny,0,2011
oh,344.8,2011
yeah,279.4,2011
go,159.4,2011
might,0,2011
one,0,2011
also,0,2011
come,0,2011
baby,69,2011
day,0,2011
said,0,2011
la,0,2011
twist,0,2011
let,0,2011
got,294.4,2011
say,52.6,2011
um,0,2011
time,0,2011
girl,55.6,2011
na,263.6,2011
protest,0,2011
need,0,2011
get,117.4,2011
see,0,2011
take,48.4,2011
ooh,0,2011
sweet,0,2011
du,0,2011
man,0,2011
ca,58.4,2011
chance,0,2011
want,0,2011
feat,0,2011
night,0,2011
feel,0,2011
heart,0,2011
gon,0,2011
make,63,2011
never,0,2011
buddy,0,2011
way,0,2011
da,0,2011
wan,0,2011
jake,0,2011
boy,0,2011
ai,0,2011
back,0,2011
hey,43.8,2011
b***h,0,2011
ayy,0,2011
n***a,0,2011
love,221,2012
like,446.4,2012
know,274.8,2012
funny,0,2012
oh,347.6,2012
yeah,363.8,2012
go,164.8,2012
might,0,2012
one,0,2012
also,0,2012
come,0,2012
baby,131.6,2012
day,0,2012
said,0,2012
la,0,2012
twist,0,2012
let,0,2012
got,291.4,2012
say,52.6,2012
um,0,2012
time,0,2012
girl,106.8,2012
na,259.4,2012
protest,0,2012
need,0,2012
get,90.6,2012
see,0,2012
take,48.4,2012
ooh,0,2012
sweet,0,2012
du,0,2012
man,0,2012
ca,58.4,2012
chance,0,2012
want,0,2012
feat,0,2012
night,0,2012
feel,0,2012
heart,0,2012
gon,0,2012
make,0,2012
never,0,2012
buddy,0,2012
way,0,2012
da,0,2012
wan,0,2012
jake,0,2012
boy,0,2012
ai,0,2012
back,0,2012
hey,43.8,2012
b***h,0,2012
ayy,0,2012
n***a,0,2012
love,221,2013
like,416.8,2013
know,244.6,2013
funny,0,2013
oh,307.4,2013
yeah,338,2013
go,164.8,2013
might,0,2013
one,42.4,2013
also,0,2013
come,0,2013
baby,195.4,2013
day,0,2013
said,0,2013
la,0,2013
twist,0,2013
let,51.8,2013
got,236.8,2013
say,52.6,2013
um,0,2013
time,0,2013
girl,106.8,2013
na,194.8,2013
protest,0,2013
need,0,2013
get,85.2,2013
see,0,2013
take,0,2013
ooh,0,2013
sweet,0,2013
du,0,2013
man,0,2013
ca,0,2013
chance,0,2013
want,0,2013
feat,0,2013
night,0,2013
feel,0,2013
heart,0,2013
gon,0,2013
make,0,2013
never,0,2013
buddy,0,2013
way,0,2013
da,0,2013
wan,0,2013
jake,0,2013
boy,0,2013
ai,0,2013
back,0,2013
hey,43.8,2013
b***h,0,2013
ayy,0,2013
n***a,0,2013
love,242.2,2014
like,386.8,2014
know,237.6,2014
funny,0,2014
oh,320,2014
yeah,387.4,2014
go,110,2014
might,0,2014
one,42.4,2014
also,0,2014
come,0,2014
baby,195.4,2014
day,0,2014
said,0,2014
la,0,2014
twist,0,2014
let,101.6,2014
got,231.2,2014
say,52.6,2014
um,0,2014
time,0,2014
girl,51.2,2014
na,182.6,2014
protest,0,2014
need,0,2014
get,142.8,2014
see,0,2014
take,0,2014
ooh,0,2014
sweet,0,2014
du,0,2014
man,0,2014
ca,0,2014
chance,0,2014
want,0,2014
feat,0,2014
night,48.6,2014
feel,0,2014
heart,0,2014
gon,0,2014
make,0,2014
never,0,2014
buddy,0,2014
way,0,2014
da,0,2014
wan,0,2014
jake,0,2014
boy,0,2014
ai,0,2014
back,0,2014
hey,0,2014
b***h,0,2014
ayy,0,2014
n***a,0,2014
love,215.8,2015
like,350,2015
know,227,2015
funny,0,2015
oh,274.4,2015
yeah,352.6,2015
go,57.4,2015
might,0,2015
one,42.4,2015
also,0,2015
come,0,2015
baby,170.4,2015
day,0,2015
said,0,2015
la,0,2015
twist,0,2015
let,146.2,2015
got,224.2,2015
say,0,2015
um,0,2015
time,0,2015
girl,51.2,2015
na,181.8,2015
protest,0,2015
need,0,2015
get,186.8,2015
see,0,2015
take,0,2015
ooh,0,2015
sweet,0,2015
du,0,2015
man,0,2015
ca,0,2015
chance,0,2015
want,0,2015
feat,0,2015
night,48.6,2015
feel,0,2015
heart,0,2015
gon,0,2015
make,0,2015
never,0,2015
buddy,0,2015
way,0,2015
da,0,2015
wan,0,2015
jake,0,2015
boy,0,2015
ai,0,2015
back,0,2015
hey,0,2015
b***h,0,2015
ayy,0,2015
n***a,0,2015
love,282.2,2016
like,354.2,2016
know,249.2,2016
funny,0,2016
oh,265.8,2016
yeah,281.4,2016
go,0,2016
might,0,2016
one,42.4,2016
also,0,2016
come,0,2016
baby,153.4,2016
day,0,2016
said,0,2016
la,0,2016
twist,0,2016
let,146.2,2016
got,259.8,2016
say,0,2016
um,0,2016
time,0,2016
girl,0,2016
na,175.2,2016
protest,0,2016
need,0,2016
get,142.8,2016
see,0,2016
take,0,2016
ooh,58.2,2016
sweet,0,2016
du,0,2016
man,0,2016
ca,0,2016
chance,0,2016
want,0,2016
feat,0,2016
night,48.6,2016
feel,0,2016
heart,0,2016
gon,0,2016
make,0,2016
never,0,2016
buddy,0,2016
way,0,2016
da,0,2016
wan,0,2016
jake,0,2016
boy,0,2016
ai,0,2016
back,0,2016
hey,54.6,2016
b***h,0,2016
ayy,0,2016
n***a,0,2016
love,270,2017
like,343.6,2017
know,305,2017
funny,0,2017
oh,270.4,2017
yeah,290.6,2017
go,62.6,2017
might,0,2017
one,0,2017
also,0,2017
come,0,2017
baby,135.2,2017
day,0,2017
said,0,2017
la,0,2017
twist,0,2017
let,157.4,2017
got,284,2017
say,0,2017
um,0,2017
time,0,2017
girl,0,2017
na,219.6,2017
protest,0,2017
need,0,2017
get,101.6,2017
see,0,2017
take,0,2017
ooh,58.2,2017
sweet,0,2017
du,0,2017
man,0,2017
ca,0,2017
chance,0,2017
want,0,2017
feat,0,2017
night,48.6,2017
feel,0,2017
heart,0,2017
gon,0,2017
make,0,2017
never,0,2017
buddy,0,2017
way,0,2017
da,0,2017
wan,0,2017
jake,0,2017
boy,0,2017
ai,0,2017
back,0,2017
hey,54.6,2017
b***h,0,2017
ayy,0,2017
n***a,0,2017
love,228.6,2018
like,361.4,2018
know,315.8,2018
funny,0,2018
oh,241.2,2018
yeah,311.8,2018
go,62.6,2018
might,0,2018
one,0,2018
also,0,2018
come,0,2018
baby,187.6,2018
day,0,2018
said,0,2018
la,0,2018
twist,0,2018
let,107.6,2018
got,293,2018
say,0,2018
um,0,2018
time,0,2018
girl,0,2018
na,207.6,2018
protest,0,2018
need,0,2018
get,88.8,2018
see,0,2018
take,0,2018
ooh,58.2,2018
sweet,0,2018
du,0,2018
man,0,2018
ca,0,2018
chance,0,2018
want,0,2018
feat,0,2018
night,0,2018
feel,0,2018
heart,0,2018
gon,0,2018
make,0,2018
never,0,2018
buddy,0,2018
way,0,2018
da,0,2018
wan,0,2018
jake,0,2018
boy,0,2018
ai,0,2018
back,0,2018
hey,54.6,2018
b***h,40.6,2018
ayy,0,2018
n***a,0,2018
love,224.2,2019
like,400.4,2019
know,316,2019
funny,0,2019
oh,218.8,2019
yeah,375.2,2019
go,105.2,2019
might,0,2019
one,0,2019
also,0,2019
come,0,2019
baby,143.6,2019
day,0,2019
said,0,2019
la,0,2019
twist,0,2019
let,63,2019
got,309.6,2019
say,0,2019
um,0,2019
time,0,2019
girl,0,2019
na,189,2019
protest,0,2019
need,0,2019
get,98.8,2019
see,0,2019
take,0,2019
ooh,58.2,2019
sweet,0,2019
du,0,2019
man,0,2019
ca,0,2019
chance,0,2019
want,0,2019
feat,0,2019
night,0,2019
feel,0,2019
heart,0,2019
gon,0,2019
make,0,2019
never,0,2019
buddy,0,2019
way,0,2019
da,0,2019
wan,0,2019
jake,0,2019
boy,0,2019
ai,0,2019
back,0,2019
hey,54.6,2019
b***h,40.6,2019
ayy,46,2019
n***a,0,2019
love,157.8,2020
like,398.8,2020
know,302.4,2020
funny,0,2020
oh,158.6,2020
yeah,436.4,2020
go,105.2,2020
might,0,2020
one,0,2020
also,0,2020
come,0,2020
baby,142,2020
day,0,2020
said,0,2020
la,0,2020
twist,0,2020
let,63,2020
got,304.2,2020
say,0,2020
um,0,2020
time,0,2020
girl,0,2020
na,167.6,2020
protest,0,2020
need,0,2020
get,98.8,2020
see,0,2020
take,0,2020
ooh,0,2020
sweet,0,2020
du,0,2020
man,0,2020
ca,0,2020
chance,0,2020
want,37.8,2020
feat,0,2020
night,0,2020
feel,0,2020
heart,0,2020
gon,0,2020
make,0,2020
never,0,2020
buddy,0,2020
way,0,2020
da,0,2020
wan,0,2020
jake,0,2020
boy,0,2020
ai,44.4,2020
back,0,2020
hey,0,2020
b***h,79.8,2020
ayy,46,2020
n***a,43,2020
love,149,2021
like,408.2,2021
know,255.8,2021
funny,0,2021
oh,145,2021
yeah,492,2021
go,85.2,2021
might,0,2021
one,0,2021
also,0,2021
come,0,2021
baby,139,2021
day,0,2021
said,0,2021
la,0,2021
twist,0,2021
let,0,2021
got,316.4,2021
say,0,2021
um,0,2021
time,0,2021
girl,0,2021
na,168.8,2021
protest,0,2021
need,0,2021
get,141.6,2021
see,0,2021
take,0,2021
ooh,0,2021
sweet,0,2021
du,0,2021
man,0,2021
ca,0,2021
chance,0,2021
want,37.8,2021
feat,0,2021
night,0,2021
feel,0,2021
heart,0,2021
gon,0,2021
make,0,2021
never,0,2021
buddy,0,2021
way,0,2021
da,0,2021
wan,0,2021
jake,0,2021
boy,0,2021
ai,44.4,2021
back,0,2021
hey,0,2021
b***h,79.8,2021
ayy,46,2021
n***a,43,2021
love,141,2022
like,406.8,2022
know,252.2,2022
funny,0,2022
oh,130.8,2022
yeah,472,2022
go,123.2,2022
might,0,2022
one,0,2022
also,0,2022
come,0,2022
baby,125,2022
day,0,2022
said,0,2022
la,0,2022
twist,0,2022
let,0,2022
got,309.8,2022
say,0,2022
um,0,2022
time,0,2022
girl,0,2022
na,123.2,2022
protest,0,2022
need,0,2022
get,146.2,2022
see,0,2022
take,0,2022
ooh,0,2022
sweet,0,2022
du,0,2022
man,0,2022
ca,0,2022
chance,0,2022
want,37.8,2022
feat,0,2022
night,0,2022
feel,0,2022
heart,0,2022
gon,0,2022
make,0,2022
never,0,2022
buddy,0,2022
way,37.6,2022
da,0,2022
wan,0,2022
jake,0,2022
boy,0,2022
ai,44.4,2022
back,0,2022
hey,0,2022
b***h,39.2,2022
ayy,46,2022
n***a,43,2022
love,89,2023
like,350.2,2023
know,232.8,2023
funny,0,2023
oh,137,2023
yeah,438.2,2023
go,80.6,2023
might,0,2023
one,0,2023
also,0,2023
come,0,2023
baby,160.6,2023
day,0,2023
said,0,2023
la,0,2023
twist,0,2023
let,0,2023
got,290.6,2023
say,0,2023
um,0,2023
time,0,2023
girl,0,2023
na,120.2,2023
protest,0,2023
need,0,2023
get,137.4,2023
see,0,2023
take,0,2023
ooh,0,2023
sweet,0,2023
du,0,2023
man,0,2023
ca,30.6,2023
chance,0,2023
want,37.8,2023
feat,0,2023
night,0,2023
feel,0,2023
heart,0,2023
gon,0,2023
make,0,2023
never,0,2023
buddy,0,2023
way,37.6,2023
da,0,2023
wan,0,2023
jake,0,2023
boy,0,2023
ai,76.2,2023
back,0,2023
hey,0,2023
b***h,39.2,2023
ayy,0,2023
n***a,43,2023
